"","external_gene_name","description","gene_biotype"
"262","Gm12353","predicted gene 12353 [Source:MGI Symbol;Acc:MGI:3699710]","lncRNA"
"263","Foxd2","forkhead box D2 [Source:MGI Symbol;Acc:MGI:1347471]","protein_coding"
"264","Mptx2","mucosal pentraxin 2 [Source:MGI Symbol;Acc:MGI:3779286]","protein_coding"
"265","Rasef","RAS and EF hand domain containing [Source:MGI Symbol;Acc:MGI:2448565]","protein_coding"
"266","Ifi214","interferon activated gene 214 [Source:MGI Symbol;Acc:MGI:3584522]","protein_coding"
"267","Wdr64","WD repeat domain 64 [Source:MGI Symbol;Acc:MGI:1923070]","protein_coding"
"268","Gm12840","predicted gene 12840 [Source:MGI Symbol;Acc:MGI:3650917]","lncRNA"
"269","Gm17114","predicted gene 17114 [Source:MGI Symbol;Acc:MGI:4937941]","lncRNA"
"270","Phtf1os","putative homeodomain transcription factor 1, opposite strand [Source:MGI Symbol;Acc:MGI:3698050]","lncRNA"
"271","Gm20045","predicted gene, 20045 [Source:MGI Symbol;Acc:MGI:5012230]","lncRNA"
"272","Gm12744","predicted gene 12744 [Source:MGI Symbol;Acc:MGI:3702539]","lncRNA"
"273","Mroh7","maestro heat-like repeat family member 7 [Source:MGI Symbol;Acc:MGI:2685873]","protein_coding"
"274","Gm37986","predicted gene, 37986 [Source:MGI Symbol;Acc:MGI:5611214]","lncRNA"
"275","Slc23a3","solute carrier family 23 (nucleobase transporters), member 3 [Source:MGI Symbol;Acc:MGI:104516]","protein_coding"
"276","Gm12737","predicted gene 12737 [Source:MGI Symbol;Acc:MGI:3651021]","lncRNA"
"277","Gm17354","predicted gene, 17354 [Source:MGI Symbol;Acc:MGI:4936988]","lncRNA"
"278","Kti12","KTI12 homolog, chromatin associated [Source:MGI Symbol;Acc:MGI:1923547]","protein_coding"
"279","Axdnd1","axonemal dynein light chain domain containing 1 [Source:MGI Symbol;Acc:MGI:1924602]","protein_coding"
"280","Klhl9","kelch-like 9 [Source:MGI Symbol;Acc:MGI:2180122]","protein_coding"
"281","Gm13285","predicted gene 13285 [Source:MGI Symbol;Acc:MGI:3701981]","protein_coding"
"282","Gm28040","predicted gene, 28040 [Source:MGI Symbol;Acc:MGI:5547776]","protein_coding"
"283","4930553M12Rik","RIKEN cDNA 4930553M12 gene [Source:MGI Symbol;Acc:MGI:1922496]","lncRNA"
"284","Gm36569","predicted gene, 36569 [Source:MGI Symbol;Acc:MGI:5595728]","lncRNA"
"285","Gm28100","predicted gene 28100 [Source:MGI Symbol;Acc:MGI:5578806]","lncRNA"
"286","Gm15872","predicted gene 15872 [Source:MGI Symbol;Acc:MGI:3801847]","lncRNA"
"287","Gm47985","predicted gene, 47985 [Source:MGI Symbol;Acc:MGI:6097275]","protein_coding"
"288","Gm12703","predicted gene 12703 [Source:MGI Symbol;Acc:MGI:3650667]","lncRNA"
"289","5031434O11Rik","RIKEN cDNA 5031434O11 gene [Source:MGI Symbol;Acc:MGI:1923230]","lncRNA"
"290","Jun","jun proto-oncogene [Source:MGI Symbol;Acc:MGI:96646]","protein_coding"
"291","Ino80d","INO80 complex subunit D [Source:MGI Symbol;Acc:MGI:3027003]","protein_coding"
"292","Svep1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:MGI Symbol;Acc:MGI:1928849]","protein_coding"
"293","Gm26781","predicted gene, 26781 [Source:MGI Symbol;Acc:MGI:5477275]","lncRNA"
"294","Snhg8","small nucleolar RNA host gene 8 [Source:MGI Symbol;Acc:MGI:1917145]","lncRNA"
"295","Gm37768","predicted gene, 37768 [Source:MGI Symbol;Acc:MGI:5610996]","lncRNA"
"296","C130013H08Rik","RIKEN cDNA C130013H08 gene [Source:MGI Symbol;Acc:MGI:3697343]","lncRNA"
"297","Selp","selectin, platelet [Source:MGI Symbol;Acc:MGI:98280]","protein_coding"
"298","Gm44037","predicted gene, 44037 [Source:MGI Symbol;Acc:MGI:5690429]","lncRNA"
"299","Nsun4","NOL1/NOP2/Sun domain family, member 4 [Source:MGI Symbol;Acc:MGI:1919431]","protein_coding"
"300","Gm15445","predicted gene 15445 [Source:MGI Symbol;Acc:MGI:3707341]","lncRNA"
"301","Frem1","Fras1 related extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:2670972]","protein_coding"
"302","Alyref2","Aly/REF export factor 2 [Source:MGI Symbol;Acc:MGI:1913144]","protein_coding"
"303","Lactbl1","lactamase, beta-like 1 [Source:MGI Symbol;Acc:MGI:2448566]","protein_coding"
"304","Dytn","dystrotelin [Source:MGI Symbol;Acc:MGI:2685061]","protein_coding"
"305","Gm42997","predicted gene 42997 [Source:MGI Symbol;Acc:MGI:5663134]","lncRNA"
"306","Glis1","GLIS family zinc finger 1 [Source:MGI Symbol;Acc:MGI:2386723]","protein_coding"
"307","Lrp8os2","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3588233]","lncRNA"
"308","Gm10521","predicted gene 10521 [Source:MGI Symbol;Acc:MGI:3642358]","TEC"
"309","Gm28940","predicted gene 28940 [Source:MGI Symbol;Acc:MGI:5579646]","lncRNA"
"310","Gm28306","predicted gene 28306 [Source:MGI Symbol;Acc:MGI:5579012]","lncRNA"
"311","Gm38115","predicted gene, 38115 [Source:MGI Symbol;Acc:MGI:5611343]","lncRNA"
"312","Cxcr2","C-X-C motif chemokine receptor 2 [Source:MGI Symbol;Acc:MGI:105303]","protein_coding"
"313","Gm29358","predicted gene 29358 [Source:MGI Symbol;Acc:MGI:5580064]","lncRNA"
"314","Gm16028","predicted gene 16028 [Source:MGI Symbol;Acc:MGI:3801982]","lncRNA"
"315","1700064H15Rik","RIKEN cDNA 1700064H15 gene [Source:MGI Symbol;Acc:MGI:1920674]","lncRNA"
"316","Dnajb3","DnaJ heat shock protein family (Hsp40) member B3 [Source:MGI Symbol;Acc:MGI:1306822]","protein_coding"
"317","Mroh2a","maestro heat-like repeat family member 2A [Source:MGI Symbol;Acc:MGI:3705228]","protein_coding"
"318","Gm26642","predicted gene, 26642 [Source:MGI Symbol;Acc:MGI:5477136]","lncRNA"
"319","Gm28277","predicted gene 28277 [Source:MGI Symbol;Acc:MGI:5578983]","lncRNA"
"320","Gm15952","predicted gene 15952 [Source:MGI Symbol;Acc:MGI:3802149]","lncRNA"
"321","Sit1","suppression inducing transmembrane adaptor 1 [Source:MGI Symbol;Acc:MGI:1889342]","protein_coding"
"322","Rmrp","RNA component of mitochondrial RNAase P [Source:MGI Symbol;Acc:MGI:97937]","lncRNA"
"323","Rmrp","RNA component of mitochondrial RNAase P [Source:MGI Symbol;Acc:MGI:97937]","ribozyme"
"324","Mccc1os","methylcrotonoyl-Coenzyme A carboxylase 1 (alpha), opposite strand [Source:MGI Symbol;Acc:MGI:3590669]","lncRNA"
"325","Gm26665","predicted gene, 26665 [Source:MGI Symbol;Acc:MGI:5477159]","lncRNA"
"326","Rap1gapos","RAP1 GTPase activating protein, opposite strand [Source:MGI Symbol;Acc:MGI:1917058]","lncRNA"
"327","Dnah14","dynein, axonemal, heavy chain 14 [Source:MGI Symbol;Acc:MGI:2444525]","protein_coding"
"328","Gm42921","predicted gene 42921 [Source:MGI Symbol;Acc:MGI:5663058]","lncRNA"
"329","Gm9889","predicted gene 9889 [Source:MGI Symbol;Acc:MGI:3642568]","lncRNA"
"330","Gm2447","predicted gene 2447 [Source:MGI Symbol;Acc:MGI:3780614]","lncRNA"
"331","Cnnm4","cyclin M4 [Source:MGI Symbol;Acc:MGI:2151060]","protein_coding"
"332","Gm38033","predicted gene, 38033 [Source:MGI Symbol;Acc:MGI:5611261]","lncRNA"
"333","Gm15853","predicted gene 15853 [Source:MGI Symbol;Acc:MGI:3801970]","lncRNA"
"334","Ano7","anoctamin 7 [Source:MGI Symbol;Acc:MGI:3052714]","protein_coding"
"335","4930500M09Rik","RIKEN cDNA 4930500M09 gene [Source:MGI Symbol;Acc:MGI:3630173]","lncRNA"
"336","Sh2d1b2","SH2 domain containing 1B2 [Source:MGI Symbol;Acc:MGI:3622649]","protein_coding"
"337","Gm15675","predicted gene 15675 [Source:MGI Symbol;Acc:MGI:3783117]","lncRNA"
"338","Bach2it1","BTB and CNC homology 2, intronic transcript 1 [Source:MGI Symbol;Acc:MGI:3651084]","lncRNA"
"339","Bach2os","BTB and CNC homology 2, opposite strand [Source:MGI Symbol;Acc:MGI:3041246]","lncRNA"
"340","Gm12786","predicted gene 12786 [Source:MGI Symbol;Acc:MGI:3650114]","lncRNA"
"341","Gm12522","predicted gene 12522 [Source:MGI Symbol;Acc:MGI:3651334]","lncRNA"
"342","4930590L20Rik","RIKEN cDNA 4930590L20 gene [Source:MGI Symbol;Acc:MGI:1923160]","lncRNA"
"343","Gm12992","predicted gene 12992 [Source:MGI Symbol;Acc:MGI:3702644]","lncRNA"
"344","4930562F17Rik","RIKEN cDNA 4930562F17 gene [Source:MGI Symbol;Acc:MGI:1922506]","lncRNA"
"345","Gm29260","predicted gene 29260 [Source:MGI Symbol;Acc:MGI:5579966]","lncRNA"
"346","A530041M06Rik","RIKEN cDNA A530041M06 gene [Source:MGI Symbol;Acc:MGI:3026943]","lncRNA"
"347","Gm26670","predicted gene, 26670 [Source:MGI Symbol;Acc:MGI:5477164]","lncRNA"
"348","Gm20627","predicted gene 20627 [Source:MGI Symbol;Acc:MGI:5313074]","lncRNA"
"349","Gm15234","predicted gene 15234 [Source:MGI Symbol;Acc:MGI:3705137]","lncRNA"
"350","Gm12932","predicted gene 12932 [Source:MGI Symbol;Acc:MGI:3651151]","lncRNA"
"351","Gm42196","predicted gene, 42196 [Source:MGI Symbol;Acc:MGI:5625081]","lncRNA"
"352","1700125G22Rik","RIKEN cDNA 1700125G22 gene [Source:MGI Symbol;Acc:MGI:1923907]","lncRNA"
"353","C230034O21Rik","RIKEN cDNA C230034O21 gene [Source:MGI Symbol;Acc:MGI:2441892]","lncRNA"
"354","Gm26879","predicted gene, 26879 [Source:MGI Symbol;Acc:MGI:5477373]","lncRNA"
"355","C630043F03Rik","RIKEN cDNA C630043F03 gene [Source:MGI Symbol;Acc:MGI:1915535]","lncRNA"
"356","Gm12472","predicted gene 12472 [Source:MGI Symbol;Acc:MGI:3649439]","lncRNA"
"357","Gm37233","predicted gene, 37233 [Source:MGI Symbol;Acc:MGI:5610461]","lncRNA"
"358","9230116N13Rik","RIKEN cDNA 9230116N13 gene [Source:MGI Symbol;Acc:MGI:2443255]","lncRNA"
"359","Gm19582","predicted gene, 19582 [Source:MGI Symbol;Acc:MGI:5011767]","lncRNA"
"360","4933411E06Rik","RIKEN cDNA 4933411E06 gene [Source:MGI Symbol;Acc:MGI:1918431]","lncRNA"
"361","2900060B14Rik","RIKEN cDNA 2900060B14 gene [Source:MGI Symbol;Acc:MGI:1915454]","lncRNA"
"362","Gm37083","predicted gene, 37083 [Source:MGI Symbol;Acc:MGI:5610311]","lncRNA"
"363","Gm12536","predicted gene 12536 [Source:MGI Symbol;Acc:MGI:3650719]","lncRNA"
"364","1700095J12Rik","RIKEN cDNA 1700095J12 gene [Source:MGI Symbol;Acc:MGI:1920813]","lncRNA"
"365","Gm15179","predicted gene 15179 [Source:MGI Symbol;Acc:MGI:3705125]","lncRNA"
"366","Gm43821","predicted gene 43821 [Source:MGI Symbol;Acc:MGI:5663958]","lncRNA"
"367","Gm36888","predicted gene, 36888 [Source:MGI Symbol;Acc:MGI:5596047]","lncRNA"
"368","Gm16740","predicted gene, 16740 [Source:MGI Symbol;Acc:MGI:4439664]","lncRNA"
"369","Gm43824","predicted gene 43824 [Source:MGI Symbol;Acc:MGI:5663961]","lncRNA"
"370","9830132P13Rik","RIKEN cDNA 9830132P13 gene [Source:MGI Symbol;Acc:MGI:5439414]","lncRNA"
"371","4930570N18Rik","RIKEN cDNA 4930570N18 gene [Source:MGI Symbol;Acc:MGI:1925300]","lncRNA"
"372","Gm26881","predicted gene, 26881 [Source:MGI Symbol;Acc:MGI:5477375]","lncRNA"
"373","0610025J13Rik","RIKEN cDNA 0610025J13 gene [Source:MGI Symbol;Acc:MGI:1915618]","lncRNA"
"374","Gm19391","predicted gene, 19391 [Source:MGI Symbol;Acc:MGI:5011576]","lncRNA"
"375","1700086P04Rik","RIKEN cDNA 1700086P04 gene [Source:MGI Symbol;Acc:MGI:1914599]","lncRNA"
"376","Gm12724","predicted gene 12724 [Source:MGI Symbol;Acc:MGI:3649755]","lncRNA"
"377","C530005A16Rik","RIKEN cDNA C530005A16 gene [Source:MGI Symbol;Acc:MGI:3612454]","lncRNA"
"378","Gm2061","predicted gene 2061 [Source:MGI Symbol;Acc:MGI:3780228]","lncRNA"
"379","Gm35507","predicted gene, 35507 [Source:MGI Symbol;Acc:MGI:5594666]","lncRNA"
"380","Gm36992","predicted gene, 36992 [Source:MGI Symbol;Acc:MGI:5610220]","lncRNA"
"381","Gm37184","predicted gene, 37184 [Source:MGI Symbol;Acc:MGI:5610412]","lncRNA"
"382","Gm15423","predicted gene 15423 [Source:MGI Symbol;Acc:MGI:3705184]","lncRNA"
"383","Gm36945","predicted gene, 36945 [Source:MGI Symbol;Acc:MGI:5610173]","lncRNA"
"384","2210414B05Rik","RIKEN cDNA 2210414B05 gene [Source:MGI Symbol;Acc:MGI:1917393]","lncRNA"
"385","F730311O21Rik","RIKEN cDNA F730311O21 gene [Source:MGI Symbol;Acc:MGI:3643355]","lncRNA"
"386","C920021L13Rik","RIKEN cDNA C920021L13 gene [Source:MGI Symbol;Acc:MGI:1923991]","lncRNA"
"387","Gm12454","predicted gene 12454 [Source:MGI Symbol;Acc:MGI:3649695]","lncRNA"
"388","Gm12648","predicted gene 12648 [Source:MGI Symbol;Acc:MGI:3649948]","lncRNA"
"389","Gm37359","predicted gene, 37359 [Source:MGI Symbol;Acc:MGI:5610587]","lncRNA"
"390","Gm17690","predicted gene, 17690 [Source:MGI Symbol;Acc:MGI:4937324]","lncRNA"
"391","Gm5532","predicted gene 5532 [Source:MGI Symbol;Acc:MGI:3646828]","lncRNA"
"392","Gm16559","predicted gene 16559 [Source:MGI Symbol;Acc:MGI:4414979]","lncRNA"
"393","Gm15444","predicted gene 15444 [Source:MGI Symbol;Acc:MGI:3705796]","lncRNA"
"394","Gm26594","predicted gene, 26594 [Source:MGI Symbol;Acc:MGI:5477088]","lncRNA"
"395","Ino80dos","INO80 complex subunit D, opposite strand [Source:MGI Symbol;Acc:MGI:3651861]","lncRNA"
"396","Gm11934","predicted gene 11934 [Source:MGI Symbol;Acc:MGI:3649212]","lncRNA"
"397","Gm12655","predicted gene 12655 [Source:MGI Symbol;Acc:MGI:3651648]","lncRNA"
"398","C030007H22Rik","RIKEN cDNA C030007H22 gene [Source:MGI Symbol;Acc:MGI:1924581]","lncRNA"
"399","Gm20633","predicted gene 20633 [Source:MGI Symbol;Acc:MGI:5313080]","lncRNA"
"400","Gm20632","predicted gene 20632 [Source:MGI Symbol;Acc:MGI:5313079]","lncRNA"
"401","1810006J02Rik","RIKEN cDNA 1810006J02 gene [Source:MGI Symbol;Acc:MGI:1916280]","lncRNA"
"402","Gm42743","predicted gene 42743 [Source:MGI Symbol;Acc:MGI:5662880]","lncRNA"
"403","Gm7160","predicted gene 7160 [Source:MGI Symbol;Acc:MGI:3646078]","lncRNA"
"404","Gm10961","predicted gene 10961 [Source:MGI Symbol;Acc:MGI:3779172]","lncRNA"
"405","Gm31812","predicted gene, 31812 [Source:MGI Symbol;Acc:MGI:5590971]","lncRNA"
"406","3110045C21Rik","RIKEN cDNA 3110045C21 gene [Source:MGI Symbol;Acc:MGI:1914553]","lncRNA"
"407","2810414N06Rik","RIKEN cDNA 2810414N06 gene [Source:MGI Symbol;Acc:MGI:1919065]","lncRNA"
"408","Gm10561","predicted gene 10561 [Source:MGI Symbol;Acc:MGI:3648163]","lncRNA"
"409","Gm12709","predicted gene 12709 [Source:MGI Symbol;Acc:MGI:3651946]","lncRNA"
"410","Gm568","predicted gene 568 [Source:MGI Symbol;Acc:MGI:2685414]","lncRNA"
"411","Gm26671","predicted gene, 26671 [Source:MGI Symbol;Acc:MGI:5477165]","lncRNA"
"412","Gm29811","predicted gene, 29811 [Source:MGI Symbol;Acc:MGI:5588970]","lncRNA"
"413","A230083N12Rik","RIKEN cDNA A230083N12 gene [Source:MGI Symbol;Acc:MGI:3698879]","lncRNA"
"414","Gm37748","predicted gene, 37748 [Source:MGI Symbol;Acc:MGI:5610976]","lncRNA"
"415","Gm11802","predicted gene 11802 [Source:MGI Symbol;Acc:MGI:3650651]","lncRNA"
"416","Gm12409","predicted gene 12409 [Source:MGI Symbol;Acc:MGI:3649923]","lncRNA"
"417","8030451A03Rik","RIKEN cDNA 8030451A03 gene [Source:MGI Symbol;Acc:MGI:1915353]","lncRNA"
"418","5730419F03Rik","RIKEN cDNA 5730419F03 gene [Source:MGI Symbol;Acc:MGI:1917787]","lncRNA"
"419","Gm830","predicted gene 830 [Source:MGI Symbol;Acc:MGI:2685676]","lncRNA"
"420","A930005H10Rik","RIKEN cDNA A930005H10 gene [Source:MGI Symbol;Acc:MGI:1915411]","lncRNA"
"421","Gm20743","predicted gene, 20743 [Source:MGI Symbol;Acc:MGI:5434099]","lncRNA"
"422","Gm12510","predicted gene 12510 [Source:MGI Symbol;Acc:MGI:3651360]","lncRNA"
"423","Gm12596","predicted gene 12596 [Source:MGI Symbol;Acc:MGI:3649247]","lncRNA"
"424","C030034L19Rik","RIKEN cDNA C030034L19 gene [Source:MGI Symbol;Acc:MGI:2444519]","lncRNA"
"425","4930539J05Rik","RIKEN cDNA 4930539J05 gene [Source:MGI Symbol;Acc:MGI:1922477]","lncRNA"
"426","Gm5533","predicted gene 5533 [Source:MGI Symbol;Acc:MGI:3647595]","lncRNA"
"427","Gm16685","predicted gene, 16685 [Source:MGI Symbol;Acc:MGI:4439609]","lncRNA"
"428","2010016I18Rik","RIKEN cDNA 2010016I18 gene [Source:MGI Symbol;Acc:MGI:1916456]","lncRNA"
"429","Gm43221","predicted gene 43221 [Source:MGI Symbol;Acc:MGI:5663358]","lncRNA"
"430","Gm28694","predicted gene 28694 [Source:MGI Symbol;Acc:MGI:5579400]","lncRNA"
"431","Gm42567","predicted gene 42567 [Source:MGI Symbol;Acc:MGI:5662704]","lncRNA"
"432","Gm16894","predicted gene, 16894 [Source:MGI Symbol;Acc:MGI:4439818]","lncRNA"
"433","D030025E07Rik","RIKEN cDNA D030025E07 gene [Source:MGI Symbol;Acc:MGI:3028083]","lncRNA"
"434","Gm28982","predicted gene 28982 [Source:MGI Symbol;Acc:MGI:5579688]","lncRNA"
"435","1700034P13Rik","RIKEN cDNA 1700034P13 gene [Source:MGI Symbol;Acc:MGI:1920581]","lncRNA"
"436","Gm38411","predicted gene, 38411 [Source:MGI Symbol;Acc:MGI:5621296]","lncRNA"
"437","Gm12708","predicted gene 12708 [Source:MGI Symbol;Acc:MGI:3652178]","lncRNA"
"438","Gm15441","predicted gene 15441 [Source:MGI Symbol;Acc:MGI:3641753]","lncRNA"
"439","4933429H19Rik","RIKEN cDNA 4933429H19 gene [Source:MGI Symbol;Acc:MGI:1918530]","lncRNA"
"440","2610203C22Rik","RIKEN cDNA 2610203C22 gene [Source:MGI Symbol;Acc:MGI:1919731]","lncRNA"
"441","Gm37068","predicted gene, 37068 [Source:MGI Symbol;Acc:MGI:5610296]","lncRNA"
"442","Gm20528","predicted gene 20528 [Source:MGI Symbol;Acc:MGI:5141993]","lncRNA"
"443","Gm16565","predicted gene 16565 [Source:MGI Symbol;Acc:MGI:4414985]","lncRNA"
"444","9130410C08Rik","RIKEN cDNA 9130410C08 gene [Source:MGI Symbol;Acc:MGI:1918862]","lncRNA"
"445","B230216N24Rik","RIKEN cDNA B230216N24 gene [Source:MGI Symbol;Acc:MGI:1925853]","lncRNA"
"446","Gm43689","predicted gene 43689 [Source:MGI Symbol;Acc:MGI:5663826]","lncRNA"
"447","Gm40190","predicted gene, 40190 [Source:MGI Symbol;Acc:MGI:5623075]","lncRNA"
"448","9330185C12Rik","RIKEN cDNA 9330185C12 gene [Source:MGI Symbol;Acc:MGI:1924761]","lncRNA"
"449","B230398E01Rik","RIKEN cDNA B230398E01 gene [Source:MGI Symbol;Acc:MGI:1925930]","lncRNA"
"450","Gm19589","predicted gene, 19589 [Source:MGI Symbol;Acc:MGI:5011774]","lncRNA"
"451","4930481B07Rik","RIKEN cDNA 4930481B07 gene [Source:MGI Symbol;Acc:MGI:1922187]","lncRNA"
"452","Gm28836","predicted gene 28836 [Source:MGI Symbol;Acc:MGI:5579542]","lncRNA"
"453","A330015K06Rik","RIKEN cDNA A330015K06 gene [Source:MGI Symbol;Acc:MGI:2443553]","lncRNA"
"454","A730090N16Rik","RIKEN cDNA A730090N16 gene [Source:MGI Symbol;Acc:MGI:2442748]","lncRNA"
"455","Gm37933","predicted gene, 37933 [Source:MGI Symbol;Acc:MGI:5611161]","lncRNA"
"456","Gm12367","predicted gene 12367 [Source:MGI Symbol;Acc:MGI:3649554]","lncRNA"
"457","4732440D04Rik","RIKEN cDNA 4732440D04 gene [Source:MGI Symbol;Acc:MGI:3604103]","lncRNA"
"458","Gm49890","predicted gene, 49890 [Source:MGI Symbol;Acc:MGI:6270578]","lncRNA"
"459","Gm15886","predicted gene 15886 [Source:MGI Symbol;Acc:MGI:3801744]","lncRNA"
"460","Gm32391","predicted gene, 32391 [Source:MGI Symbol;Acc:MGI:5591550]","lncRNA"
"461","Gm37305","predicted gene, 37305 [Source:MGI Symbol;Acc:MGI:5610533]","lncRNA"
"462","Gm5547","predicted gene 5547 [Source:MGI Symbol;Acc:MGI:3648206]","lncRNA"
"463","Gm11210","predicted gene 11210 [Source:MGI Symbol;Acc:MGI:3650633]","lncRNA"
"464","Gm37885","predicted gene, 37885 [Source:MGI Symbol;Acc:MGI:5611113]","lncRNA"
"465","4930444A19Rik","RIKEN cDNA 4930444A19 gene [Source:MGI Symbol;Acc:MGI:1921230]","lncRNA"
"466","2310081O03Rik","RIKEN cDNA 2310081O03 gene [Source:MGI Symbol;Acc:MGI:1919656]","lncRNA"
"467","1700123O12Rik","RIKEN cDNA 1700123O12 gene [Source:MGI Symbol;Acc:MGI:1920874]","lncRNA"
"468","Gm26685","predicted gene, 26685 [Source:MGI Symbol;Acc:MGI:5477179]","lncRNA"
"469","Gm12976","predicted gene 12976 [Source:MGI Symbol;Acc:MGI:3650499]","lncRNA"
"470","Gm35986","predicted gene, 35986 [Source:MGI Symbol;Acc:MGI:5595145]","lncRNA"
"471","6430590A07Rik","RIKEN cDNA 6430590A07 gene [Source:MGI Symbol;Acc:MGI:3648839]","lncRNA"
"472","Gm49891","predicted gene, 49891 [Source:MGI Symbol;Acc:MGI:6270580]","lncRNA"
"473","Gm28874","predicted gene 28874 [Source:MGI Symbol;Acc:MGI:5579580]","lncRNA"
"474","Gm12915","predicted gene 12915 [Source:MGI Symbol;Acc:MGI:3650273]","lncRNA"
"475","Gm12381","predicted gene 12381 [Source:MGI Symbol;Acc:MGI:3651851]","lncRNA"
"476","2810405F17Rik","RIKEN cDNA 2810405F17 gene [Source:MGI Symbol;Acc:MGI:1917225]","lncRNA"
"477","Gm33051","predicted gene, 33051 [Source:MGI Symbol;Acc:MGI:5592210]","lncRNA"
"478","Gm16150","predicted gene 16150 [Source:MGI Symbol;Acc:MGI:3801827]","lncRNA"
"479","Lrp8os3","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, opposite strand 3 [Source:MGI Symbol;Acc:MGI:3651133]","lncRNA"
"480","1700017G19Rik","RIKEN cDNA 1700017G19 gene [Source:MGI Symbol;Acc:MGI:1919477]","lncRNA"
"481","Gm28556","predicted gene 28556 [Source:MGI Symbol;Acc:MGI:5579262]","lncRNA"
"482","9530080O11Rik","RIKEN cDNA 9530080O11 gene [Source:MGI Symbol;Acc:MGI:2441751]","lncRNA"
"483","Gm43691","predicted gene 43691 [Source:MGI Symbol;Acc:MGI:5663828]","lncRNA"
"484","Gm43464","predicted gene 43464 [Source:MGI Symbol;Acc:MGI:5663601]","lncRNA"
"485","A230020J21Rik","RIKEN cDNA A230020J21 gene [Source:MGI Symbol;Acc:MGI:3704207]","lncRNA"
"486","4930556I23Rik","RIKEN cDNA 4930556I23 gene [Source:MGI Symbol;Acc:MGI:1922520]","lncRNA"
"487","Gm26691","predicted gene, 26691 [Source:MGI Symbol;Acc:MGI:5477185]","lncRNA"
"488","Gm12811","predicted gene 12811 [Source:MGI Symbol;Acc:MGI:3650795]","lncRNA"
"489","Gm15834","predicted gene 15834 [Source:MGI Symbol;Acc:MGI:3802168]","lncRNA"
